Date,Value
2017-05-25,16.8471840496
2017-05-24,15.9792159908
2017-05-23,14.2301217269
2017-05-22,13.7475987597
2017-05-21,14.2575930595
2017-05-20,15.3041348099
2017-05-19,14.2447085626
2017-05-18,13.7951247381
2017-05-17,14.8159947344
2017-05-16,12.8349285318
2017-05-15,11.2974352361
2017-05-14,12.2491675743
2017-05-13,12.1687961628
2017-05-12,12.1530775385
2017-05-11,12.1903368715
2017-05-10,11.5852089405
2017-05-09,11.53276529
2017-05-08,11.492055046
2017-05-07,10.3014088267
2017-05-06,10.7532052605
2017-05-05,10.2346342765
2017-05-04,9.69134714199
2017-05-03,9.79647179243
2017-05-02,10.108887545
2017-05-01,10.0304456894
2017-04-30,9.46079590275
2017-04-29,8.50262129962
2017-04-28,9.457037685
2017-04-27,8.47900685278
2017-04-26,8.34219325569
2017-04-25,9.85703683643
2017-04-24,11.5206570483
2017-04-23,9.99490594306
2017-04-22,9.35638425136
2017-04-21,9.4421464126
2017-04-20,8.16253486916
2017-04-19,8.55355069115
2017-04-18,9.63652604719
2017-04-17,11.3667456451
2017-04-16,9.20635177223
2017-04-15,8.19901334621
2017-04-14,9.38142880835
2017-04-13,8.79843869512
2017-04-12,9.30970584813
2017-04-11,9.03271518053
2017-04-10,11.0208677494
2017-04-09,9.8356844496
2017-04-08,9.09310225181
2017-04-07,8.51364887593
2017-04-06,8.11568718186
2017-04-05,7.85227570484
2017-04-04,9.59287447183
2017-04-03,9.76160537531
2017-04-02,7.84465918629
2017-04-01,7.93770289662
2017-03-31,8.11509019181
2017-03-30,7.09224807045
2017-03-29,7.71489610854
2017-03-28,8.21038915564
2017-03-27,9.55510503507
2017-03-26,7.27084077996
2017-03-25,7.86606222003
2017-03-24,7.48614696398
2017-03-23,7.25852960623
2017-03-22,7.86468274744
2017-03-21,7.30124753358
2017-03-20,8.64633832547
2017-03-19,7.79754488891
2017-03-18,8.08669317514
2017-03-17,7.83923366417
2017-03-16,8.66032103211
2017-03-15,8.8596803235
2017-03-14,9.19165614074
2017-03-13,11.7864706612
2017-03-12,8.69179138885
2017-03-11,7.83087200529
2017-03-10,8.19049189144
2017-03-09,7.83796320777
2017-03-08,8.23388332704
2017-03-07,8.94679555748
2017-03-06,9.32125754175
2017-03-05,8.94037897453
2017-03-04,8.21100857144
2017-03-03,8.46418895607
2017-03-02,7.89584625295
2017-03-01,7.81538976451
2017-02-28,8.37129395536
2017-02-27,10.6359831219
2017-02-26,8.01543116889
2017-02-25,7.75985925152
2017-02-24,7.57414567316
2017-02-23,7.62353891693
2017-02-22,7.6556784243
2017-02-21,7.78577936585
2017-02-20,7.57344382366
2017-02-19,7.55219851011
2017-02-18,6.79895385079
2017-02-17,7.52513273586
2017-02-16,6.43708798742
2017-02-15,7.24357950484
2017-02-14,7.52831173147
2017-02-13,7.80446105133
2017-02-12,7.0741842724
2017-02-11,6.52224360743
2017-02-10,6.45337562348
2017-02-09,6.73688578416
2017-02-08,6.6474374218
2017-02-07,7.63420112113
2017-02-06,7.36196400298
2017-02-05,7.03707622242
2017-02-04,6.339554222
2017-02-03,8.16914873962
2017-02-02,7.14182849382
2017-02-01,6.13459670765
2017-01-31,7.18636326175
2017-01-30,8.34373632946
2017-01-29,7.54033448186
2017-01-28,7.80271007335
2017-01-27,6.01481945741
2017-01-26,5.86501738047
2017-01-25,6.41007939332
2017-01-24,7.19730678388
2017-01-23,8.76633252505
2017-01-22,8.26441797191
2017-01-21,7.42246564692
2017-01-20,6.84769146975
2017-01-19,5.85
2017-01-18,6.43
2017-01-17,6.87
2017-01-16,7.54
2017-01-15,7.52
2017-01-14,5.97
2017-01-13,6.12
2017-01-12,5.24
2017-01-11,5.96
2017-01-10,6.0
2017-01-09,7.68
2017-01-08,5.84
2017-01-07,5.47
2017-01-06,6.43
2017-01-05,7.3
2017-01-04,7.41
2017-01-03,7.35
2017-01-02,11.21
2017-01-01,7.43
2016-12-31,6.86
2016-12-30,6.29
2016-12-29,6.89
2016-12-28,6.45
2016-12-27,6.87
2016-12-26,9.63
2016-12-25,6.67
2016-12-24,5.92
2016-12-23,5.72
2016-12-22,5.33
2016-12-21,4.89
2016-12-20,5.56
2016-12-19,6.17
2016-12-18,6.26
2016-12-17,4.93
2016-12-16,4.64
2016-12-15,4.95
2016-12-14,6.2
2016-12-13,5.9
2016-12-12,5.9
2016-12-11,5.36
2016-12-10,5.11
2016-12-09,5.59
2016-12-08,5.64
2016-12-07,4.71
2016-12-06,5.45
2016-12-05,6.05
2016-12-04,5.97
2016-12-03,4.67
2016-12-02,6.05
2016-12-01,4.73
2016-11-30,4.94
2016-11-29,5.29
2016-11-28,5.72
2016-11-27,5.31
2016-11-26,4.78
2016-11-25,4.83
2016-11-24,5.2
2016-11-23,4.65
2016-11-22,4.74
2016-11-21,4.99
2016-11-20,5.57
2016-11-19,5.24
2016-11-18,5.51
2016-11-17,5.66
2016-11-16,5.16
2016-11-15,5.82
2016-11-14,5.88
2016-11-13,6.65
2016-11-12,5.93
2016-11-11,5.74
2016-11-10,5.15
2016-11-09,5.29
2016-11-08,4.92
2016-11-07,6.24
2016-11-06,5.67
2016-11-05,4.37
2016-11-04,5.12
2016-11-03,4.8
2016-11-02,5.59
2016-11-01,5.58
2016-10-31,7.31
2016-10-30,6.03
2016-10-29,5.45
2016-10-28,4.48
2016-10-27,5.55
2016-10-26,5.09
2016-10-25,5.39
2016-10-24,6.42
2016-10-23,5.91
2016-10-22,5.09
2016-10-21,4.12
2016-10-20,5.14
2016-10-19,5.11
2016-10-18,4.4
2016-10-17,5.47
2016-10-16,5.58
2016-10-15,4.72
2016-10-14,4.62
2016-10-13,5.08
2016-10-12,4.42
2016-10-11,4.49
2016-10-10,6.01
2016-10-09,5.39
2016-10-08,4.32
2016-10-07,4.67
2016-10-06,4.96
2016-10-05,4.72
2016-10-04,4.64
2016-10-03,5.74
2016-10-02,5.8
2016-10-01,4.48
2016-09-30,4.63
2016-09-29,4.92
2016-09-28,5.4
2016-09-27,5.2
2016-09-26,7.22
2016-09-25,6.15
2016-09-24,4.76
2016-09-23,4.71
2016-09-22,5.34
2016-09-21,4.87
2016-09-20,4.71
2016-09-19,5.97
2016-09-18,5.91
2016-09-17,5.19
2016-09-16,5.2
2016-09-15,5.32
2016-09-14,5.45
2016-09-13,6.13
2016-09-12,7.09
2016-09-11,6.46
2016-09-10,5.22
2016-09-09,5.16
2016-09-08,4.84
2016-09-07,4.65
2016-09-06,4.87
2016-09-05,7.66
2016-09-04,5.43
2016-09-03,5.05
2016-09-02,4.38
2016-09-01,4.44
2016-08-31,4.84
2016-08-30,4.91
2016-08-29,6.41
2016-08-28,5.51
2016-08-27,4.36
2016-08-26,4.16
2016-08-25,4.82
2016-08-24,4.65
2016-08-23,5.25
2016-08-22,6.55
2016-08-21,5.56
2016-08-20,4.67
2016-08-19,4.78
2016-08-18,3.87
2016-08-17,4.0
2016-08-16,5.27
2016-08-15,5.98
2016-08-14,5.67
2016-08-13,4.85
2016-08-12,4.54
2016-08-11,4.73
2016-08-10,4.23
2016-08-09,4.98
2016-08-08,5.9
2016-08-07,6.43
2016-08-06,5.52
2016-08-05,4.92
2016-08-04,4.99
2016-08-03,4.83
2016-08-02,5.33
2016-08-01,6.48
2016-07-31,5.09
2016-07-30,5.43
2016-07-29,4.94
2016-07-28,4.66
2016-07-27,4.63
2016-07-26,4.67
2016-07-25,5.76
2016-07-24,5.67
2016-07-23,4.91
2016-07-22,5.26
2016-07-21,5.68
2016-07-20,5.05
2016-07-19,5.75
2016-07-18,7.59
2016-07-17,7.32
2016-07-16,5.38
2016-07-15,5.49
2016-07-14,5.06
2016-07-13,5.69
2016-07-12,5.49
2016-07-11,7.94
2016-07-10,11.14
2016-07-09,11.56
2016-07-08,10.28
2016-07-07,11.19
2016-07-06,11.43
2016-07-05,12.12
2016-07-04,14.51
2016-07-03,13.38
2016-07-02,12.77
2016-07-01,11.11
2016-06-30,10.6
2016-06-29,11.52
2016-06-28,11.16
2016-06-27,12.68
2016-06-26,13.27
2016-06-25,9.18
2016-06-24,9.27
2016-06-23,8.27
2016-06-22,10.29
2016-06-21,12.46
2016-06-20,15.75
2016-06-19,12.98
2016-06-18,11.17
2016-06-17,10.91
2016-06-16,10.42
2016-06-15,9.38
2016-06-14,11.3715193501
2016-06-13,11.7081534945
2016-06-12,11.0934518568
2016-06-11,9.2686709326
2016-06-10,10.1999490881
2016-06-09,9.18710735071
2016-06-08,8.72785410376
2016-06-07,11.3694859437
2016-06-06,13.0133176756
2016-06-05,8.81459901758
2016-06-04,8.72491744389
2016-06-03,8.19810523257
2016-06-02,8.41596420618
2016-06-01,7.96380582337
2016-05-31,9.15064755322
2016-05-30,10.6676899478
2016-05-29,9.13953961799
2016-05-28,7.74560415681
2016-05-27,7.1575319512
2016-05-26,6.38972863585
2016-05-25,6.7465375197
2016-05-24,9.09105178676
2016-05-23,11.0319882694
2016-05-22,8.3042344287
2016-05-21,7.95821636129
2016-05-20,6.21086733414
2016-05-19,7.52998260322
2016-05-18,6.80103818021
2016-05-17,6.80115998417
2016-05-16,8.03913684977
2016-05-15,7.86734499349
2016-05-14,7.57132359143
2016-05-13,7.01084813517
2016-05-12,6.50717315332
2016-05-11,7.32190507036
2016-05-10,8.90033922978
2016-05-09,10.138203447
2016-05-08,8.60462448161
2016-05-07,8.09153549561
2016-05-06,7.70595273063
2016-05-05,8.13130976863
2016-05-04,7.31129880813
2016-05-03,7.87515435345
2016-05-02,9.22898354654
2016-05-01,7.65117594685
2016-04-30,6.96721952845
2016-04-29,6.26112759841
2016-04-28,6.11105680011
2016-04-27,7.67590591773
2016-04-26,6.8616128055
2016-04-25,8.36069787833
2016-04-24,8.85239234918
2016-04-23,7.66917227822
2016-04-22,8.09153110928
2016-04-21,8.50525073725
2016-04-20,7.15174358524
2016-04-19,7.19056097261
2016-04-18,8.57743020086
2016-04-17,8.05037732127
2016-04-16,7.26197970948
2016-04-15,7.6754181196
2016-04-14,7.56900961336
2016-04-13,6.82629683597
2016-04-12,7.39475241285
2016-04-11,10.1727619976
2016-04-10,8.2276034786
2016-04-09,6.99221410966
2016-04-08,7.08720933088
2016-04-07,7.54970244985
2016-04-06,7.34599684333
2016-04-05,8.63709924918
2016-04-04,8.79801230181
2016-04-03,8.09136195595
2016-04-02,7.08893901703
2016-04-01,6.32265360616
2016-03-31,7.9889267265
2016-03-30,9.28171767245
2016-03-29,8.37988041919
2016-03-28,10.1965148682
2016-03-27,9.49438041109
2016-03-26,8.77453081349
2016-03-25,8.14421678591
2016-03-24,8.47933169041
2016-03-23,7.43528752233
2016-03-22,6.91568964424
2016-03-21,8.88710348198
2016-03-20,7.32953871325
2016-03-19,7.01340046567
2016-03-18,6.9195858397
2016-03-17,8.27846545633
2016-03-16,8.06155880553
2016-03-15,8.06155880553
2016-03-14,8.43235639084
2016-03-13,9.65660704668
2016-03-12,8.9426200522
2016-03-11,8.78604025731
2016-03-10,9.19673334293
2016-03-09,7.21521417632
2016-03-08,8.79634315916
2016-03-07,8.38291032504
2016-03-06,6.80017806372
2016-03-05,7.56365254781
2016-03-04,6.47044694631
2016-03-03,6.22475105626
2016-03-02,5.39383870708
2016-03-01,5.62759946555
2016-02-29,7.26703734362
2016-02-28,7.84558964604
2016-02-27,7.66877082142
2016-02-26,7.07539037673
2016-02-25,5.86218815523
2016-02-24,5.78880110959
2016-02-23,6.41871810601
2016-02-22,6.62568713087
2016-02-21,7.79033752259
2016-02-20,6.82827540454
2016-02-19,8.94396042582
2016-02-18,6.5150141379
2016-02-17,7.00061495566
2016-02-16,7.26082633789
2016-02-15,9.6565918053
2016-02-14,7.87355478589
2016-02-13,7.54625511321
2016-02-12,8.0231817922
2016-02-11,6.915699343
2016-02-10,6.88879444885
2016-02-09,6.92616034712
2016-02-08,8.08318855063
2016-02-07,7.72037911597
2016-02-06,8.12862345422
2016-02-05,8.93586631189
2016-02-04,8.09715393804
2016-02-03,6.69211096647
2016-02-02,7.46636965423
2016-02-01,10.070459066
2016-01-31,8.04811947577
2016-01-30,7.27839881054
2016-01-29,6.19626362042
2016-01-28,6.79007730194
2016-01-27,6.92035837832
2016-01-26,8.03067642645
2016-01-25,8.75482120348
2016-01-24,8.73246629138
2016-01-23,7.12186983096
2016-01-22,6.58652968037
2016-01-21,7.69864094311
2016-01-20,6.92956910589
2016-01-19,7.94750081801
2016-01-18,7.01778151932
2016-01-17,6.83182957525
2016-01-16,6.57971529672
2016-01-15,7.84716069578
2016-01-14,8.65067020477
2016-01-13,10.0708365877
2016-01-12,10.6522861307
2016-01-11,11.5917754285
2016-01-10,10.1046150224
2016-01-09,10.3759790738
2016-01-08,9.26943459659
2016-01-07,8.32482054114
2016-01-06,9.48733343315
2016-01-05,11.2056459195
2016-01-04,11.3752001928
2016-01-03,10.4883611375
2016-01-02,11.8693772194
2016-01-01,9.48758426145
2015-12-31,10.2530192041
2015-12-30,8.83281736527
2015-12-29,10.3049017904
2015-12-28,13.1000961968
2015-12-27,11.4412607078
2015-12-26,8.35215615563
2015-12-25,7.52290713899
2015-12-24,8.30583354798
2015-12-23,6.96184618832
2015-12-22,7.68325439418
2015-12-21,9.67248321937
2015-12-20,8.31152555498
2015-12-19,8.64222714064
2015-12-18,8.28324535519
2015-12-17,8.65645132588
2015-12-16,9.81489605017
2015-12-15,8.93014596003
2015-12-14,8.85825389066
2015-12-13,8.49476467918
2015-12-12,9.28558063997
2015-12-11,9.70046819136
2015-12-10,8.30241668652
2015-12-09,8.23919649969
2015-12-08,8.1058683015
2015-12-07,9.39426734232
2015-12-06,9.39426734232
2015-12-05,7.98405218442
2015-12-04,7.72794958812
2015-12-03,7.54633641138
2015-12-02,9.41538274658
2015-12-01,8.18262232625
2015-11-30,10.9841468973
2015-11-29,7.58482208832
2015-11-28,8.60203905856
2015-11-27,8.61708249863
2015-11-26,8.26020083561
2015-11-25,8.18285440102
2015-11-24,9.15270185987
2015-11-23,11.1344992257
2015-11-22,9.17131040214
2015-11-21,8.26723737817
2015-11-20,7.50334819262
2015-11-19,6.99920444637
2015-11-18,8.59967804921
2015-11-17,9.65431092738
2015-11-16,8.48965825792
2015-11-15,8.13454329927
2015-11-14,8.88967437002
2015-11-13,7.90194463717
2015-11-12,8.0662103658
2015-11-11,8.2684876972
2015-11-10,9.18025066265
2015-11-09,9.9747096487
2015-11-08,9.83342776695
2015-11-07,8.1266094883
2015-11-06,7.9439696608
2015-11-05,8.11701843966
2015-11-04,9.14826402737
2015-11-03,7.79940591021
2015-11-02,7.9581162862
2015-11-01,7.66428251294
2015-10-31,8.24906085923
2015-10-30,6.99528975619
2015-10-29,6.62127101451
2015-10-28,8.28355118672
2015-10-27,8.64745400306
2015-10-26,8.97163217871
2015-10-25,6.96237014209
2015-10-24,7.35780894804
2015-10-23,7.22657330994
2015-10-22,6.10789537418
2015-10-21,6.26042294322
2015-10-20,8.07664321328
2015-10-19,7.81296331232
2015-10-18,7.81296331232
2015-10-17,6.3796638384
2015-10-16,7.11355332384
2015-10-15,6.64901874984
2015-10-14,7.14888264261
2015-10-13,6.29748349619
2015-10-12,6.8454898485
2015-10-11,8.83104629857
2015-10-10,7.16627921442
2015-10-09,6.85851067035
2015-10-08,6.03004090551
2015-10-07,5.97849171421
2015-10-06,6.49487277479
2015-10-05,7.57586992036
2015-10-04,9.00582710345
2015-10-03,6.88279711017
2015-10-02,5.50804554917
2015-10-01,6.82197019539
2015-09-30,6.56919816627
2015-09-29,7.41471600688
2015-09-28,6.38950223479
2015-09-27,7.85892630715
2015-09-26,7.35288228545
2015-09-25,6.83774574995
2015-09-24,6.43520605495
2015-09-23,6.75099896216
2015-09-22,6.04441079035
2015-09-21,6.56267640867
2015-09-20,6.49512809431
2015-09-19,4.48585854617
2015-09-18,3.44291597955
2015-09-17,5.05699619659
2015-09-16,5.68650485261
2015-09-15,5.65442882389
2015-09-14,5.81579457364
2015-09-13,5.26346448436
2015-09-12,6.31876052708
2015-09-11,8.30211869721
2015-09-10,6.628290377
2015-09-09,6.71796861563
2015-09-08,6.94287472383
2015-09-07,9.04646704555
2015-09-06,6.50082363728
2015-09-05,9.24332131477
2015-09-04,6.30573185105
2015-09-03,6.5213326267
2015-09-02,6.19996424771
2015-09-01,7.82946984786
2015-08-31,8.87112553878
2015-08-30,8.3243045321
2015-08-29,7.21414168557
2015-08-28,7.35430708133
2015-08-27,7.10858708552
2015-08-26,6.1691947865
2015-08-25,7.19570659512
2015-08-24,8.400270838
2015-08-23,8.0669407672
2015-08-22,7.77823309919
2015-08-21,7.78537925604
2015-08-20,7.26088162521
2015-08-19,7.7146739809
2015-08-18,8.61424955427
2015-08-17,10.9817944631
2015-08-16,10.9817944631
2015-08-15,8.43357476041
2015-08-14,8.34235544233
2015-08-13,8.42843682396
2015-08-12,7.17434386717
2015-08-11,9.66557777341
2015-08-10,10.4997205609
2015-08-09,10.1845638677
2015-08-08,10.2042302241
2015-08-07,8.02144114297
2015-08-06,7.39315365224
2015-08-05,6.91065337899
2015-08-04,7.80363022627
2015-08-03,8.87279529352
2015-08-02,11.1962912221
2015-08-01,7.11369511261
2015-07-31,7.48176129901
2015-07-30,7.43973342708
2015-07-29,8.02976173868
2015-07-28,8.99459578237
2015-07-27,10.2022414242
2015-07-26,11.3116873397
2015-07-25,10.4138471114
2015-07-24,11.0445681462
2015-07-23,9.2996777258
2015-07-22,6.96860195228
2015-07-21,7.97787220245
2015-07-20,8.99321273568
2015-07-19,7.36756734476
2015-07-18,9.3233583989
2015-07-17,8.53411968013
2015-07-16,8.30342600077
2015-07-15,9.22269167893
2015-07-14,8.57028920615
2015-07-13,6.00845181317
2015-07-12,5.28016792931
2015-07-11,6.25977850535
2015-07-10,5.26897779353
2015-07-09,5.04916913281
2015-07-08,5.24773974653
2015-07-07,4.95550953096
2015-07-06,7.70886069026
2015-07-05,9.70330102051
2015-07-04,8.78611215117
2015-07-03,7.48883373796
2015-07-02,6.62451968399
2015-07-01,6.23280876243
2015-06-30,6.3464028241
2015-06-29,7.45890589913
2015-06-28,9.39629849524
2015-06-27,7.34252268636
2015-06-26,7.75462141128
2015-06-25,8.57283413778
2015-06-24,7.96940919534
2015-06-23,6.81222283474
2015-06-22,8.20446783197
2015-06-21,8.14321469688
2015-06-20,7.17063016754
2015-06-19,7.96546519971
2015-06-18,7.87271620724
2015-06-17,6.67945479151
2015-06-16,6.1172409625
2015-06-15,7.28646194359
2015-06-14,8.40359360076
2015-06-13,8.09554519426
2015-06-12,6.28746652589
2015-06-11,7.12359864799
2015-06-10,6.80273928335
2015-06-09,8.09099997406
2015-06-08,8.58300456203
2015-06-07,10.5410312076
2015-06-06,8.89112886623
2015-06-05,7.28640747493
2015-06-04,6.49351601785
2015-06-03,6.43686496703
2015-06-02,6.17954490632
2015-06-01,6.59827802905
2015-05-31,8.90731280652
2015-05-30,5.42207829535
2015-05-29,7.55026098678
2015-05-28,7.14269287523
2015-05-27,7.88182354133
2015-05-26,7.48154621346
2015-05-25,8.07318824098
2015-05-24,9.66529183145
2015-05-23,7.76284621361
2015-05-22,8.52345140221
2015-05-21,9.06348412397
2015-05-20,7.7667691279
2015-05-19,7.44032186887
2015-05-18,8.30466782413
2015-05-17,11.9490740611
2015-05-16,8.17298779898
2015-05-15,9.11796221798
2015-05-14,8.2729726953
2015-05-13,9.08398287529
2015-05-12,8.37087201986
2015-05-11,8.87200425383
2015-05-10,8.61143314012
2015-05-09,7.72690742223
2015-05-08,8.38956120519
2015-05-07,8.33674475401
2015-05-06,7.46036767816
2015-05-05,7.94593688415
2015-05-04,8.31312377816
2015-05-03,9.6777621256
2015-05-02,8.95811452456
2015-05-01,8.1850003801
2015-04-30,6.88673034102
2015-04-29,6.25432288506
2015-04-28,7.80262554032
2015-04-27,7.0511999232
2015-04-26,8.70782052239
2015-04-25,8.95665641433
2015-04-24,6.29915418566
2015-04-23,7.60625805429
2015-04-22,7.49877209499
2015-04-21,7.86856226054
2015-04-20,8.12646749705
2015-04-19,8.92283479893
2015-04-18,7.38529676366
2015-04-17,7.33734173123
2015-04-16,7.64568866936
2015-04-15,6.41551284361
2015-04-14,7.55615143069
2015-04-13,7.59868353565
2015-04-12,9.09385986229
2015-04-11,7.87520443869
2015-04-10,7.39415107239
2015-04-09,7.46654427866
2015-04-08,6.80454894629
2015-04-07,9.12118404809
2015-04-06,8.17470207729
2015-04-05,10.3552087232
2015-04-04,10.4174212975
2015-04-03,9.28955001928
2015-04-02,8.05418149128
2015-04-01,6.84061616241
2015-03-31,8.62611240906
2015-03-30,8.55806787131
2015-03-29,10.5677980928
2015-03-28,10.5073483393
2015-03-27,10.0923637373
2015-03-26,9.57560366294
2015-03-25,10.8938273182
2015-03-24,10.7696284117
2015-03-23,9.55129493088
2015-03-22,10.3080539778
2015-03-21,9.21133080491
2015-03-20,8.92212900911
2015-03-19,9.13826644795
2015-03-18,9.13831140457
2015-03-17,9.88233446536
2015-03-16,9.78285293576
2015-03-15,12.3730603596
2015-03-14,10.7569012023
2015-03-13,10.4378611815
2015-03-12,10.1684028304
2015-03-11,11.8763402232
2015-03-10,9.9226633555
2015-03-09,9.87784964074
2015-03-08,12.3853328479
2015-03-07,10.3520371274
2015-03-06,11.2019678936
2015-03-05,7.87451035596
2015-03-04,10.5841043054
2015-03-03,9.76679005333
2015-03-02,9.65180414825
2015-03-01,10.7949175881
2015-02-28,9.49596428057
2015-02-27,9.73795638087
2015-02-26,8.46908671113
2015-02-25,8.91425156272
2015-02-24,7.96173190508
2015-02-23,8.40879982669
2015-02-22,10.3888501418
2015-02-21,9.19555915756
2015-02-20,10.4844459151
2015-02-19,10.3500824957
2015-02-18,9.07536511884
2015-02-17,9.59726589753
2015-02-16,9.04968017883
2015-02-15,9.61324316092
2015-02-14,9.26411825726
2015-02-13,7.85351615607
2015-02-12,8.06564313717
2015-02-11,8.46567268822
2015-02-10,8.00264835685
2015-02-09,8.93883079491
2015-02-08,8.67617510518
2015-02-07,11.2623095572
2015-02-06,11.5889431927
2015-02-05,8.90215477407
2015-02-04,10.0553391604
2015-02-03,8.5701010706
2015-02-02,9.87866154031
2015-02-01,11.8758971121
2015-01-31,10.6592953845
2015-01-30,9.28859958314
2015-01-29,11.224964019
2015-01-28,11.0601599337
2015-01-27,9.77247579139
2015-01-26,8.2169998008
2015-01-25,9.48738216081
2015-01-24,8.28931920116
2015-01-23,8.31744258573
2015-01-22,9.26695058908
2015-01-21,7.38005206931
2015-01-20,6.49157508343
2015-01-19,8.78036367114
2015-01-18,9.06613277884
2015-01-17,7.54128429747
2015-01-16,6.82492668622
2015-01-15,6.5760578476
2015-01-14,6.40245594893
2015-01-13,6.14914431325
2015-01-12,11.3626317666
2015-01-11,10.6892541269
2015-01-10,9.29335662685
2015-01-09,10.0395281862
2015-01-08,9.46346266368
2015-01-07,11.0616325125
2015-01-06,12.5030013768
2015-01-05,12.4474822139
2015-01-04,13.2029694987
2015-01-03,15.0048125121
2015-01-02,17.5507586455
2015-01-01,22.2627851364
2014-12-31,14.7279844332
2014-12-30,13.4532437505
2014-12-29,16.7032916103
2014-12-28,17.7787770987
2014-12-27,16.0426341779
2014-12-26,16.5463520223
2014-12-25,19.126797295
2014-12-24,13.858943529
2014-12-23,13.7256233337
2014-12-22,12.0390010846
2014-12-21,14.7065716513
2014-12-20,12.5911370269
2014-12-19,10.7450117325
2014-12-18,10.7479861576
2014-12-17,10.8258089302
2014-12-16,11.3811263286
2014-12-15,14.1224926092
2014-12-14,15.8179368558
2014-12-13,15.7946140205
2014-12-12,15.7851750871
2014-12-11,15.0897214228
2014-12-10,15.9125490931
2014-12-09,13.6421781062
2014-12-08,16.3399325428
2014-12-07,14.8626989154
2014-12-06,16.262071192
2014-12-05,15.1484040904
2014-12-04,13.6903309564
2014-12-03,11.8105934468
2014-12-02,13.5058293811
2014-12-01,14.3876609956
2014-11-30,18.1676373341
2014-11-29,17.5336998478
2014-11-28,16.9979452708
2014-11-27,14.7558939009
2014-11-26,14.8049491774
2014-11-25,14.7786985135
2014-11-24,17.8121889805
2014-11-23,17.1044181181
2014-11-22,18.3108207421
2014-11-21,12.8328505261
2014-11-20,14.5404271495
2014-11-19,14.755434088
2014-11-18,16.3338207806
2014-11-17,16.9425560733
2014-11-16,19.0208541275
2014-11-15,18.7539861822
2014-11-14,16.3892913315
2014-11-13,14.8830108773
2014-11-12,16.6012733425
2014-11-11,14.7875096751
2014-11-10,17.5573508294
2014-11-09,17.2206904192
2014-11-08,17.8088247531
2014-11-07,13.8139380402
2014-11-06,14.0122256783
2014-11-05,15.377268877
2014-11-04,14.9692598411
2014-11-03,14.9833590071
2014-11-02,17.7007915386
2014-11-01,17.6237601277
2014-10-31,18.2473410779
2014-10-30,15.6661059804
2014-10-29,13.7498769221
2014-10-28,15.074934763
2014-10-27,16.6249516441
2014-10-26,16.4268653331
2014-10-25,18.1048446351
2014-10-24,17.9486848842
2014-10-23,16.4908760562
2014-10-22,20.754327056
2014-10-21,16.6927942423
2014-10-20,16.9893668014
2014-10-19,20.8573726542
2014-10-18,23.7597443648
2014-10-17,17.9140092724
2014-10-16,19.2151228212
2014-10-15,18.8339059522
2014-10-14,17.7561886589
2014-10-13,19.4367101349
2014-10-12,21.1723036625
2014-10-11,19.6361169436
2014-10-10,16.8795599627
2014-10-09,17.1027971727
2014-10-08,14.1738817788
2014-10-07,15.9082049654
2014-10-06,17.687277374
2014-10-05,19.6490613892
2014-10-04,17.1172511714
2014-10-03,17.6926462901
2014-10-02,18.6892583411
2014-10-01,17.9191911454
2014-09-30,18.5613696399
2014-09-29,18.0382126823
2014-09-28,21.2971061093
2014-09-27,19.2222541902
2014-09-26,21.1311045607
2014-09-25,21.507800526
2014-09-24,21.7701726179
2014-09-23,22.5116390216
2014-09-22,23.025658874
2014-09-21,28.2057164574
2014-09-20,28.9021429832
2014-09-19,22.6156657406
2014-09-18,24.8955165885
2014-09-17,26.5990173468
2014-09-16,22.2091216443
2014-09-15,23.7900016185
2014-09-14,30.6753804916
2014-09-13,33.9839198837
2014-09-12,28.628946654
2014-09-11,28.1373664534
2014-09-10,24.8427368256
2014-09-09,19.3500305504
2014-09-08,25.4797775734
2014-09-07,33.2612070095
2014-09-06,29.9928756534
2014-09-05,27.0682772044
2014-09-04,28.6776994643
2014-09-03,26.1594391693
2014-09-02,24.2436838647
2014-09-01,27.4078755381
2014-08-31,39.0697113019
2014-08-30,34.0135181878
2014-08-29,31.4772759518
2014-08-28,33.3788528783
2014-08-27,27.9595016012
2014-08-26,28.8795136568
2014-08-25,25.5191091837
2014-08-24,38.132435527
2014-08-23,32.9339899317
2014-08-22,30.6465801507
2014-08-21,29.3369495164
2014-08-20,27.4962734959
2014-08-19,33.3493466564
2014-08-18,30.2002522801
2014-08-17,34.511784757
2014-08-16,28.9770371255
2014-08-15,29.1971591724
2014-08-14,27.3830862266
2014-08-13,28.874447481
2014-08-12,32.7736160012
2014-08-11,37.6251306566
2014-08-10,45.1566385118
2014-08-09,40.5183567344
2014-08-08,34.4074473779
2014-08-07,32.6779483119
2014-08-06,28.3126008627
2014-08-05,26.3500372971
2014-08-04,31.8861717313
2014-08-03,42.7387311132
2014-08-02,41.8246069329
2014-08-01,33.3189945585
2014-07-31,33.4098137948
2014-07-30,39.0228391422
2014-07-29,33.5703742059
2014-07-28,33.5949134501
2014-07-27,45.0399176326
2014-07-26,36.346525518
2014-07-25,37.557482379
2014-07-24,34.6433279333
2014-07-23,33.0500081276
2014-07-22,33.278247187
2014-07-21,37.5525803832
2014-07-20,48.530130978
2014-07-19,46.4911130108
2014-07-18,40.2169247281
2014-07-17,39.098779102
2014-07-16,37.8176510691
2014-07-15,31.0459237668
2014-07-14,37.8192093792
2014-07-13,45.8303013761
